prot	counter
P04732-2	8
P13640	3
P13640-2	3
Q93083	3
Q8WXB1	9
Q8WXB1-2	4
Q9H867	11
Q9H867-1	8
Q9H867-2	6
Q9H867-3	5
Q9H867-5	8
Q13330	53
Q13330-2	31
Q13330-3	52
O94776	47
O94776-2	32
Q86U44	29
Q86U44-2	13
Q9BT17	22
Q9BT17-2	19
Q9Y4I5	20
Q9Y4I5-2	11
Q9Y4I5-3	10
Q9ULD2	78
Q9ULD2-2	76
Q9ULD2-3	32
Q9ULD2-4	25
Q9ULD2-5	45
Q9ULD2-6	36
Q9ULD2-7	29
Q5JR59	86
Q5JR59-3	25
Q5JR59-4	18
Q9NZV6	7
Q2TV78	40
Q2TV78-2	39
P25713	3
P56278	5
Q96E29	26
Q96E29-2	22
Q96E29-3	22
Q14872	18
Q9Y483	38
Q9Y483-2	18
Q9Y483-3	32
Q9Y483-4	33
O75081	34
O75081-2	30
O75081-4	29
O75081-5	0
Q9Y2Z2	42
Q9Y2Z2-2	36
Q9Y2Z2-3	18
Q9Y2Z2-4	41
Q9Y2Z2-5	37
Q9Y2Z2-6	41
O43312	36
O43312-2	23
O43312-4	35
O43312-5	37
Q9ULC0	12
Q9ULC0-2	8
Q9ULC0-3	11
Q96DR8	2
Q9UIF7	24
Q9UIF7-2	24
Q9UIF7-3	24
Q9UIF7-4	22
Q9UIF7-5	22
Q9UIF7-6	22
Q9BRK3	27
Q9BRK3-2	27
Q9BRK3-3	26
Q9BRK3-4	21
Q96JP2	74
Q8IUG5	175
Q8IUG5-2	138
O75352	5
O75352-2	5
Q86SM8	6
Q86SM5	9
Q96LB1	9
Q96LB0	11
Q9BWK5	7
Q9BWK5-2	4
Q9BWK5-3	3
Q9BWK5-4	6
Q9HC36	25
A6NES4	95
Q92887	67
O15438	71
O15438-2	55
O15438-3	18
O15438-4	75
O15438-5	29
Q9H3V2	3
Q9HCI7	26
Q9HCI7-2	21
Q13421	30
Q13421-3	29
Q13421-2	33
Q13421-4	29
P08118	2
P08118-2	3
Q9UJG1	9
Q9UJG1-2	8
Q9UJG1-3	9
Q13614	33
Q13614-2	32
O95248	98
O95248-4	99
Q9Y216	42
Q9Y216-2	36
Q96EF0	36
Q96EF0-2	28
Q9NXD2	48
Q9NXD2-2	26
Q9NXD2-3	13
Q9C0I1	42
Q9C0I1-2	39
Q9C0I1-3	38
Q86WG5	96
Q86WG5-3	59
Q8NCE2	28
Q8NCE2-2	27
Q8NCE2-3	22
Q8N3F0	3
Q8N3F0-2	4
Q8N3F0-3	3
Q8N3F0-4	2
Q5HYI7	19
Q5HYI7-2	8
Q5HYI7-4	14
Q5HYI7-5	17
Q9UKN1	58
Q9UKN1-2	51
Q5SSG8	4
Q5SSG8-2	4
Q5SSG8-3	3
Q9Y3D2	11
Q9BYG7	15
Q9BYG7-2	13
Q9BYG7-5	17
Q9BYG7-6	11
P28360	13
P07438	3
Q5H9M0	37
Q96NY9	30
Q14764	49
P20591	40
P20591-2	29
P20592	46
P20592-2	13
P50539	12
P50539-2	9
P50539-3	12
P50539-4	8
Q96S97	10
Q96EZ4	18
Q9Y2K3	120
P12882	126
P13533	124
P35579	126
P35579-2	88
Q02045	12
Q02045-2	9
Q9UKN7	189
Q9UKN7-2	52
Q9UL68	75
Q9UL68-2	75
Q9UL68-3	11
Q9UL68-4	75
Q01538	51
Q01538-2	52
Q8WU39	10
Q8WU39-2	7
Q8WU39-3	5
Q8WU39-4	4
Q8WU39-5	3
O15069	30
Q9NZW5	38
Q99550	65
Q99550-2	65
Q15777	14
Q15777-2	16
Q53F39	19
Q53F39-2	19
Q53F39-3	19
Q53F39-4	16
Q53F39-5	14
A8MV57	5
Q6UWV2	12
Q6UWV2-2	11
Q6UWV2-3	5
Q2M3A8	6
P22897	79
P22897-2	28
Q8N565	14
Q8N565-2	15
Q96LU7	34
A6NGR9	40
O15439	74
O15439-2	73
O15439-3	46
O15439-4	44
Q5T3U5	68
Q5T3U5-2	71
Q96J65	69
Q96J65-2	49
Q96J65-3	45
Q96J65-4	26
Q96J65-5	48
O15091	38
O15091-2	36
O15091-3	14
O15091-4	32
Q9UKD2	16
Q6P1R3	26
Q6P1R3-2	16
Q6P1R3-3	25
Q01726	8
O43347	16
Q2M296	22
Q2M296-2	21
Q2M296-3	21
Q2M296-4	20
P42345	153
P48039	9
Q9H3R2	16
Q8N307	21
Q8N307-3	20
Q04900	3
Q04900-2	4
Q04900-3	3
Q04900-4	2
Q04900-5	3
Q02817	94
Q6W4X9	70
Q8NDC4	8
Q8NDC4-2	11
Q9NRJ1	7
Q10713	30
Q10713-2	21
Q6WCQ1	61
Q6WCQ1-2	61
Q6WCQ1-3	60
P39210	7
O95297	11
O95297-2	11
O95297-3	8
O95297-4	7
O95297-5	4
Q96G30	8
Q9UBG0	59
Q9Y5S2	88
Q9NV56	9
Q6NTE8	22
Q6NTE8-2	17
Q6NTE8-3	20
Q8NDA8	90
Q8NDA8-2	63
Q8NDA8-3	32
Q8NDA8-4	23
Q8NDA8-5	20
Q8NDA8-6	17
Q8NDA8-7	30
Q5TGP6	30
Q5TGP6-2	51
P33527	83
P33527-2	79
P33527-3	80
P33527-4	79
P33527-5	76
P33527-6	75
P33527-7	76
P33527-8	72
P33527-9	82
O15440	73
O15440-2	13
O15440-3	12
O15440-4	13
O15440-5	71
Q96HJ5	1
Q96HJ5-2	2
Q96HJ5-3	2
Q1L6U9	6
P47944	3
P42898	35
P42898-2	37
Q685J3	37
Q685J3-2	32
P15941	13
P15941-2	13
P15941-3	13
P15941-4	14
P15941-5	5
P15941-6	10
P15941-7	12
P15941-8	11
P15941-9	7
P15941-10	7
P15941-11	12
P15941-12	8
P15941-13	10
P15941-14	4
P15941-15	9
P15941-16	6
P15941-17	13
Q02505	34
Q02505-2	22
Q02505-3	21
Q02505-4	22
Q02505-5	30
P98088	140
Q9HC84	129
O95563	9
O75970	99
O75970-2	98
O75970-3	97
O75970-5	96
O00566	37
Q14168	33
Q14168-2	31
Q14168-3	33
Q14168-4	34
Q14168-5	28
Q14168-6	32
Q96HT8	5
Q9HD23	28
Q9HD23-2	25
Q9HD23-3	8
Q9HD23-4	28
B2RBV5	11
Q9NYP9	15
Q8N5Y2	37
Q8N5Y2-2	32
Q8N5Y2-3	33
Q8N5Y2-4	24
Q8N5Y2-5	30
Q8N5Y2-6	25
Q8NCY6	16
P43246	51
P43246-2	46
P20585	68
O15457	56
Q68DK7	28
Q68DK7-2	22
Q68DK7-3	18
Q9BUK6	25
Q9BUK6-2	25
Q9BUK6-3	23
Q9BUK6-4	8
Q9BUK6-5	10
Q9BUK6-6	4
Q9BUK6-7	20
P35548	12
P04733	3
P80294	3
A6NDL7	11
P02795	3
Q9Y217	42
Q9Y217-2	36
Q9BV57	13
Q9BV57-2	12
P58546	8
P49286	8
Q13585	15
Q765P7	31
Q765P7-2	15
P53602	22
P10243	38
P10243-2	32
Q8N699	8
Q969H8	6
P02144	12
P35749	124
P35749-2	124
P35749-3	122
P35749-4	122
Q9UKX3	123
Q7Z406	125
Q7Z406-2	125
Q7Z406-4	110
Q7Z406-5	89
Q7Z406-6	125
P13535	124
P05976	12
P05976-2	10
Q8WY64	26
Q8WY64-2	10
Q9Y6X6	87
Q9Y6X6-2	55
Q9Y6X6-3	43
Q9Y6X6-4	36
Q96H55	48
Q96H55-2	19
Q96H55-3	33
Q96H55-4	39
Q9ULV0	113
Q9ULV0-2	60
Q9ULV0-3	24
Q6PIF6	136
Q6PIF6-2	119
B2RTY4	161
B2RTY4-2	160
B2RTY4-3	46
B2RTY4-4	163
B2RTY4-5	145
Q08AG7	6
Q6P582	11
Q9BZM5	16
Q5VZE5	42
Q5VZE5-2	16
Q02083	20
Q02083-2	21
Q02083-3	13
Q15742	25
Q15742-2	15
Q15742-3	21
Q9BWU0	50
Q9UJ70	20
Q9UJ70-2	22
Q8N159	29
Q86W24	56
Q8IZF0	74
Q8IZF0-2	20
Q8IZF0-3	3
P60321	6
Q93070	20
Q9UHQ1	29
Q9UHQ1-2	31
Q9UHQ1-3	27
Q9UHQ1-4	27
P49321	42
P49321-2	23
P49321-3	42
P49321-4	37
Q93015	9
Q93015-2	11
Q8N6N6	7
Q8IVL0	119
Q8IVL0-2	116
Q8IVL0-3	113
Q9UHQ9	18
Q6ZNJ1	124
Q6ZNJ1-2	122
Q6ZNJ1-3	124
Q6ZUF6	15
P61601	14
O15394	56
O15394-2	32
Q69YI7	14
Q69YI7-2	7
P59045	46
P59045-2	42
P59045-3	40
Q86W25	55
Q7Z5D8	9
Q9H9S0	7
Q9H9S0-2	6
Q9H0A0	59
Q9H0A0-2	54
Q8WUY8	8
Q8N9F0	13
Q9BTE0	11
Q9BTE0-2	11
Q6BCY4	19
Q6BCY4-2	14
Q7L1T6	39
A0A0U1RRE5	6
Q5VWK0	31
Q5VWK0-2	33
Q5TI25	31
B4DH59	31
Q14596	35
Q14596-2	36
P13591	41
P13591-1	40
P13591-3	32
P13591-4	32
P13591-5	27
P13591-6	18
O14594	43
Q09161	38
P19878	35
P19878-2	27
P19878-3	33
P19878-4	29
Q9HCH0	54
Q9HCH0-2	52
Q9HCH0-4	4
Q9HCH0-3	53
O76036	13
O76036-2	12
O76036-3	11
O76036-4	10
O76036-5	9
O76036-6	13
P56597	15
P15531	11
P15531-2	10
Q8TB73	31
O75438	3
O75438-2	6
O95298	10
O95298-2	8
O95298-3	7
Q9P032	15
A1L188	6
O43920	7
O75380	9
P56181	7
P56181-2	31
Q9ULJ8	53
Q9ULJ8-2	14
Q9ULJ8-3	64
Q9ULJ8-4	61
Q9ULJ8-5	62
P20929	426
P20929-2	470
P20929-3	472
P20929-4	425
P16519	26
P16519-2	25
P16519-3	25
Q8N987	13
Q8N987-2	5
Q96P71	20
Q96P71-2	18
Q96P71-3	7
Q969S2	20
Q969S2-2	18
Q969S2-3	16
Q969S2-4	13
Q8NG66	34
Q8NG66-2	25
Q8NG66-3	25
Q8NG66-4	32
Q96PY6	75
Q96PY6-2	73
Q96PY6-3	76
Q96PY6-4	72
Q96PY6-5	33
Q96PY6-6	74
P51955	28
P51955-2	24
P51955-3	19
P51955-4	28
Q6P3R8	44
Q92832	44
Q92832-2	42
Q13469	39
Q13469-2	38
Q13469-3	39
Q13469-4	40
Q13469-5	31
Q9BT67	10
Q9BT67-2	6
Q14938	21
Q14938-2	19
Q14938-3	18
Q14938-4	21
Q14938-5	19
Q14938-6	18
Q00653	46
Q00653-3	30
Q00653-4	46
P23511	4
P23511-2	4
P80188	12
P80188-2	12
Q8NEJ9	16
Q8NEJ9-2	16
Q5T2W1	34
Q5T2W1-2	28
Q5SYE7	66
Q5SYE7-2	67
Q8N339	4
P80297	3
Q15390	16
Q15390-2	13
Q6P444	21
Q6P444-2	2
O43193	15
O43193-2	15
Q2TAK8	37
Q2TAK8-2	34
Q2TAK8-3	41
O60682	14
Q9NX53	9
P12525	18
P01106	16
P01106-2	16
P23409	13
Q9HB07	28
Q9BUA6	14
Q8NEV4	102
Q8NEV4-2	11
Q9UM54	80
Q9UM54-1	79
Q9UM54-2	76
Q9UM54-4	80
Q9UM54-5	76
Q9UM54-6	80
Q13459	139
Q13459-2	133
Q99972	30
P15173	9
P60201	11
P60201-2	7
Q9Y2G1	42
Q9Y2G1-2	43
Q9BZM4	16
O15049	34
Q9BSU3	15
Q6IA69	35
Q6IA69-2	25
O95544	16
O95544-2	21
O95544-3	14
Q58DX5	34
Q58DX5-2	12
Q9UK23	28
Q9UK23-2	26
Q9UK23-3	17
Q13508	23
Q13508-2	21
Q13508-3	22
Q8N8M0	20
Q8N8M0-2	7
Q3BBV0	47
Q96M43	30
Q8N660	32
Q3BBV1	43
O15453	3
Q969V5	22
Q8TBZ2	54
Q99417	6
P12524	20
P12524-2	11
P12524-3	20
P04198	19
Q99836	19
Q99836-2	17
Q99836-3	10
Q99836-4	8
Q99836-5	19
Q99836-6	19
Q9P2K5	34
Q9P2K5-2	34
Q9P2K5-3	15
Q9P2K5-4	8
Q9NPC6	17
P02689	12
Q00872	67
Q00872-2	66
Q00872-3	65
Q00872-4	67
Q00872-5	64
Q00872-6	67
Q00872-7	66
Q00872-8	65
Q00872-9	65
Q00872-10	66
Q86TC9	64
Q86TC9-2	49
Q86TC9-3	23
O14974	53
O14974-2	51
O14974-3	49
O14974-4	52
O14974-5	50
Q6NZ67	10
Q8TD07	10
Q8TD07-2	7
Q8TD07-3	11
Q8TD07-4	11
P41227	17
P41227-2	17
Q9GZZ1	12
Q9GZZ1-2	5
Q9H7X0	13
Q9H7X0-2	14
Q9H7X0-3	8
Q9H7X0-4	10
Q9H7X0-5	8
Q6IQ20	24
O96009	14
Q6ZS30	140
Q6ZS30-1	136
O14777	49
Q9Y5B8	24
Q9Y5B8-2	21
O75306	28
O75306-2	28
Q86YV6	20
Q86YV6-2	20
O43795	70
O43795-2	68
O00159	67
O00159-2	64
O00159-3	65
O00160	67
Q9NP98	14
Q8TDC0	14
Q8TDC0-2	13
Q8TDC0-3	5
P25189	15
P25189-2	19
Q8NFW9	46
Q8NFW9-2	44
Q8NFW9-3	39
Q8NFW9-4	37
Q8NFW9-5	37
Q8NFW9-6	41
Q5VVJ2	47
Q5VVJ2-2	33
Q5VVJ2-3	13
Q9BZM6	15
Q96RE7	25
Q96HR8	10
Q96HR8-2	12
P59047	59
P43490	29
Q8TBE9	14
Q86XG9	23
Q3BBV2	44
Q5TAG4	14
Q01658	8
A6PVI3	11
P52298	11
P52298-2	9
P52298-3	8
A6NI72	27
O00533	54
O00533-2	55
O14513	111
O14513-2	29
O14513-3	12
O14513-4	6
Q9HC58	19
P16435	37
Q96NK8	19
O75414	11
O75414-2	5
O75414-3	6
Q96GX9	18
Q96GX9-3	14
P55157	50
P55157-2	9
Q8N387	12
Q8N387-2	9
Q8WXI7	435
P43121	35
P43121-2	25
Q7Z5P9	226
Q7Z5P9-2	212
E2RYF6	6
Q9H195	27
Q99102	75
Q99102-2	31
Q99102-3	58
Q99102-5	32
Q99102-7	34
Q99102-8	34
Q99102-9	27
Q99102-10	73
Q99102-11	31
Q99102-12	48
Q99102-13	52
Q99102-15	30
Q99102-16	41
Q99102-17	68
Q8TAX7	10
P84157	7
P84157-2	5
P84157-3	6
P10244	40
P10244-2	38
P13349	10
P08590	14
Q9H1R3	33
A0A1B0GTQ4	6
Q9NZM1	130
Q9NZM1-2	126
Q9NZM1-3	130
Q9NZM1-4	9
Q9NZM1-5	99
Q9NZM1-6	130
Q9NZM1-7	28
Q9NZM1-8	26
O75113	48
Q9H1M0	4
Q9H1M0-2	2
Q147X3	20
Q147X3-2	17
P57103	36
P57103-2	36
P57103-3	26
P57103-4	9
P57103-5	10
P57103-6	36
P57103-7	37
Q9BZK3	6
Q9Y303	20
Q9Y303-2	22
Q9Y303-3	29
Q86W26	37
P59046	49
P59046-2	47
P59046-3	45
P59046-4	43
P59046-5	12
P59046-6	47
P59046-7	49
Q92614	136
Q92614-2	106
Q92614-3	132
Q92614-4	134
Q92614-5	94
Q13203	22
P35580	123
P35580-2	124
P35580-3	125
P35580-4	126
P35580-5	124
Q9UKX2	125
Q9UKX2-2	38
P12883	123
A6NI61	10
B0I1T2	59
B0I1T2-2	12
B0I1T2-3	28
B0I1T2-4	41
Q8WXR4	75
Q8WXR4-2	71
Q8WXR4-3	70
Q8WXR4-4	74
Q8WXR4-5	72
Q8WXR4-6	67
Q8WXR4-7	76
Q13402	124
Q13402-2	123
Q13402-3	65
Q13402-4	65
Q13402-5	117
Q13402-6	122
Q13402-7	120
Q13402-8	123
P52179	113
P52179-2	108
P54296	92
Q14324	68
Q86VE0	16
O60237	54
O60237-2	20
O60237-3	15
O60237-4	13
O60237-5	29
P28698	40
P28698-2	27
P28698-3	14
Q9BXJ9	62
Q9BXJ9-4	37
P32418	35
P32418-2	31
P32418-3	32
P32418-4	33
P32418-5	34
Q9Y3Q0	43
Q9Y3Q0-2	14
Q9UQQ1	39
Q9UQQ1-2	34
Q9UQQ1-3	38
Q9UQQ1-4	39
Q9UQQ1-5	25
Q9UQQ1-6	27
Q9UQQ1-7	27
Q9UQQ1-8	28
Q96MN2	51
Q96MN2-2	27
Q96MN2-3	47
Q86W28	56
Q86W28-2	55
P52961	15
Q9H6Q4	31
Q9H6Q4-2	14
Q9H6Q4-3	26
Q9UHE5	13
Q8NEY1	105
Q8NEY1-2	104
Q8NEY1-3	104
Q8NEY1-4	102
Q8NEY1-5	76
Q8NEY1-6	69
Q8NEY1-7	101
P00387	16
P00387-2	15
P00387-3	19
A2RRP1	129
A2RRP1-2	120
Q8NFP9	158
Q8NFP9-2	33
Q8NFP9-3	46
P41271	5
P41271-2	8
Q9H094	34
Q9H094-2	31
Q9H094-3	34
Q9H094-4	16
Q9H094-5	30
Q86T75	39
Q86T75-2	25
A0A087WUL8	36
Q8NCQ3	6
O43639	23
Q9Y2A7	63
Q9Y2A7-2	64
Q71RS6	11
Q71RS6-2	10
Q15788	61
Q15788-2	62
Q15788-3	61
Q9Y6Q9	59
Q9Y6Q9-2	58
Q9Y6Q9-3	58
Q9Y6Q9-4	53
Q9Y6Q9-5	59
Q13562	11
Q92802	31
Q92802-2	33
Q92802-3	39
Q6N069	59
Q6N069-2	39
Q6N069-3	37
Q6N069-4	32
Q6N069-5	25
Q14CX7	55
Q14CX7-2	53
Q86UY6	14
Q86UY6-3	14
Q86UY6-4	12
Q9H009	7
E9PAV3	91
E9PAV3-2	22
P17050	20
Q8N7R0	6
Q96L15	16
Q96L15-2	15
P0DI83	15
Q6IPT4	16
Q6IPT4-3	10
Q6IPT4-4	14
O60934	43
P0C2Y1	25
Q3BBW0	32
Q6P3W6	36
Q6P3W6-2	34
Q14919	9
Q14919-2	10
Q53F19	33
Q53F19-2	20
P40205	5
Q9UN36	17
Q9UN36-2	16
Q9UN36-3	17
Q9UN36-4	14
Q9UN36-5	13
Q9UN36-6	15
Q9UGV2	16
Q9UGV2-2	16
Q9UGV2-3	13
Q9ULP0	14
Q9ULP0-2	13
Q9ULP0-3	16
Q9ULP0-4	13
Q9ULP0-5	14
Q9ULP0-6	16
Q9ULP0-7	15
Q9ULP0-8	14
P52848	50
P52848-2	28
P52849	49
P52849-2	21
Q14934	45
Q14934-2	46
Q14934-3	44
Q14934-4	47
Q14934-5	45
Q14934-6	45
Q14934-7	43
Q14934-8	43
Q14934-9	42
Q14934-10	40
Q14934-11	43
Q14934-12	43
Q14934-13	41
Q14934-14	44
Q14934-15	42
Q14934-16	42
Q14934-17	39
Q14934-18	40
Q14934-19	23
Q14934-20	21
Q14934-21	20
Q14934-22	6
Q14934-23	4
Q14934-24	3
O94916	34
O94916-2	32
O94916-3	4
O94916-4	35
O94916-5	35
P19838	51
P19838-2	51
P19838-3	42
Q4G0N4	34
Q4G0N4-2	32
Q4G0N4-3	19
Q9NX02	66
Q9NX02-2	64
Q9NX02-3	53
Q9NX02-4	64
Q9NX02-5	66
Q8WX94	68
Q8WX94-2	69
Q8WX94-3	71
Q8WY41	17
P60323	13
P60323-2	12
Q6NSW7	7
Q9UHF3	13
Q8IVL1	128
Q8IVL1-2	123
Q8IVL1-3	122
Q8IVL1-4	119
Q8IVL1-5	78
Q8IVL1-6	44
Q8IVL1-7	29
Q8IVL1-8	123
Q8IVL1-9	124
Q8IVL1-10	125
Q8IVL1-11	125
Q8IVL1-12	124
Q8IVL1-13	124
Q969V3	25
Q969V3-2	25
Q6J4K2	16
Q6J4K2-2	14
Q9HCD5	23
O95944	17
O95944-2	16
O95944-3	16
O14931	12
O14931-2	13
O14931-3	12
O14931-4	10
O14931-5	11
O14931-6	10
Q9BTX1	26
Q9BTX1-2	26
Q9BTX1-3	18
Q9BTX1-4	22
Q9BTX1-5	25
Q9BTX1-6	23
Q9NXR1	26
Q9NXR1-2	26
Q9GZM8	24
Q9GZM8-2	28
Q9GZM8-3	25
Q15784	18
Q9HD90	10
Q9UHB4	24
Q9UHB4-2	25
Q9UHB4-3	23
Q9UHB4-4	23
O95803	53
O95803-2	21
O95803-3	34
O95167	5
Q16718	7
Q16718-2	6
P51970	10
Q9UI09	10
Q9UI09-2	5
O95178	6
O95139	9
O95139-2	8
O95169	10
O95169-2	8
O95169-3	7
Q9Y6M9	10
E9PQ53	9
Q8N183	11
Q5TEU4	22
Q5TEU4-2	22
O75489	20
O75489-2	10
Q8NBZ9	8
Q8NC96	14
Q8NC96-2	4
Q9NVZ3	15
Q9NVZ3-2	16
Q9NVZ3-3	12
Q9NVZ3-4	14
Q15223	26
Q15223-2	22
Q15223-3	16
P51957	51
P51957-2	46
P51957-3	48
Q9HC98	18
Q9HC98-2	20
Q9HC98-3	19
Q9HC98-4	20
Q8TD19	47
Q92859	64
Q92859-2	63
Q92859-3	63
Q92859-4	63
Q96EH8	15
P17677	15
P17677-2	16
Q99519	21
P30990	9
Q9UMS0	14
Q9UMS0-2	5
Q9UMS0-3	11
Q12986	68
Q12986-2	62
Q12986-3	49
Q9NPG2	8
Q9H2A3	9
Q96TA1	42
Q96TA1-2	41
Q13232	12
O60361	10
P22392	12
P22392-2	17
Q99608	22
Q92692	24
Q92692-2	22
Q9UMX5	11
Q92979	16
Q8N9A8	7
Q8N9A8-2	8
Q8N9A8-3	3
A8MQ27	24
A8MQ27-2	13
A8MQ27-3	14
Q8WWR8	21
Q8WWR8-2	23
Q8WWR8-3	23
Q0ZGT2	40
Q0ZGT2-2	41
Q0ZGT2-3	35
Q0ZGT2-4	38
P21359	152
P21359-2	151
P21359-3	38
P21359-4	89
P21359-5	40
P21359-6	151
A6NJ46	14
A6NJ46-2	5
P22307	32
P22307-2	12
P22307-3	16
P22307-4	28
P22307-5	4
P22307-6	12
P22307-7	30
P22307-8	31
Q96T66	20
Q96T66-2	18
Q96T66-3	15
Q9HBL8	19
Q16517	5
Q16517-2	4
Q9NP64	13
Q9NP64-2	14
Q9NP64-3	15
Q9ULX3	23
Q9UK39	28
Q96PB7	27
Q96PB7-2	14
Q96PB7-3	26
Q96PB7-4	13
Q96PB7-5	22
Q96PB7-6	9
Q13253	9
A6NJ64	27
Q8TAT6	32
Q8TAT6-2	34
P22736	26
P22736-2	26
P22736-3	8
Q92570	23
Q92570-2	11
Q92570-3	24
Q9NSY0	25
Q9NSY0-2	19
Q9NSY0-4	23
Q9NSY0-5	7
Q16656	10
Q16656-2	9
Q16656-3	6
Q16656-4	11
Q8IXM6	13
Q8IXM6-2	10
Q8IXM6-6	2
O14786	42
O14786-2	31
O14786-3	31
Q96L73	152
Q96L73-2	144
Q96L73-3	145
Q9BZ95	74
Q9BZ95-2	71
Q9BZ95-3	33
Q9BZ95-4	73
Q9BZ95-5	74
O00746	13
O00746-2	7
Q9H3R1	52
Q9H3R1-2	20
O43678	7
O43678-2	5
O00483	6
O95182	10
Q9P0J0	10
Q9P0J0-2	13
O43676	6
O43674	10
O43674-2	8
P17568	8
Q9NX14	10
Q9NX14-2	12
Q330K2	20
Q330K2-2	16
Q330K2-3	8
P49821	26
P49821-2	25
Q96SB3	39
O76041	68
O76041-2	19
Q8NHV4	35
Q8NHV4-2	30
Q8NHV4-3	35
Q15843	7
Q8TDX7	19
Q8TDX7-2	7
Q8IXH7	25
Q8IXH7-3	4
Q8IXH7-4	25
P18615	20
P18615-3	20
P18615-4	18
Q99435	40
Q99435-2	42
Q99435-3	45
Q99435-4	41
Q9HB63	34
Q9HB63-2	31
Q9HB63-3	32
P01185	9
Q8WUJ1	17
Q8WUJ1-3	12
O76050	25
O76050-2	24
P52952	16
P52952-2	9
P52952-3	6
Q8NFZ4	30
P08949	6
P08949-2	6
Q13224	69
Q14957	53
Q9HAN9	19
Q5H8A3	7
P40261	11
Q7RTP0	8
Q7RTP0-2	6
Q16617	0
P30414	77
P43699	12
P43699-3	14
Q8N2Q7	32
Q8N2Q7-2	31
Q9NZ94	27
Q9NZ94-2	26
Q9NZ94-3	25
Q8NFZ3	30
Q8NFZ3-2	26
Q8NFZ3-3	5
Q8NFZ3-4	9
Q86WI3	75
Q86WI3-2	56
Q86WI3-3	29
Q86WI3-4	73
Q86WI3-5	59
Q86WI3-6	67
Q9C000	74
Q9C000-2	71
Q9C000-3	69
Q9C000-4	72
Q9C000-5	67
Q9C000-6	38
Q9C000-7	19
Q8NA29	18
Q8NA29-2	17
Q8NA29-3	15
Q99784	25
Q99784-2	9
Q99784-3	22
Q99784-4	6
Q99784-5	24
O94818	34
O94818-2	29
O94818-3	28
O94818-4	20
Q9UMY1	11
Q9UMY1-2	5
Q5JPE7	71
Q5JPE7-2	69
Q5JPE7-3	63
P35228	75
P35228-2	72
Q9HBY0	25
Q86UR1	27
Q86UR1-2	27
Q86UR1-3	23
Q96NT1	4
O60287	112
Q6P499	11
Q6P499-2	8
Q6P499-3	7
P0DM63	18
O75200	23
P25929	11
Q13133	22
Q13133-2	18
Q13133-3	20
Q96RI1	22
Q96RI1-4	22
Q96RI1-1	22
Q96RI1-2	22
Q96RI1-5	21
Q9Y466	21
Q9Y466-2	23
P49279	9
P49279-2	4
P49281	10
P49281-2	11
P49281-3	12
P49281-4	11
P49281-5	10
Q7Z6K4	5
Q9UHY1	18
Q92823	59
Q92823-2	59
Q92823-3	54
Q92823-4	53
Q92823-5	60
Q92823-6	53
O43847	49
O43847-2	52
Q9H7Z3	61
Q86YC3	31
Q9GZP1	10
Q5TFE4	26
Q5TFE4-2	23
Q9NPB1	15
Q9GZY6	12
Q9GZY6-2	7
P34130	11
Q5VVY1	16
Q5VT03	32
Q9BSD7	14
P30989	16
O60721	42
O60721-2	42
O60721-3	42
Q9UI40	21
Q9UI40-2	20
Q13772	33
Q13772-2	11
Q13772-3	34
Q13772-4	36
Q8NI08	55
Q8NI08-2	55
Q8NI08-3	15
Q8NI08-4	15
Q8NI08-5	11
Q8NI08-6	6
Q8NI08-7	50
P62166	13
P62166-2	12
Q00604	10
Q92597	13
Q92597-2	11
Q92597-3	11
O15239	5
P56556	10
Q16795	29
O95299	23
O95299-2	27
O95168	8
O95168-2	7
O43677	6
Q9BU61	11
Q9BU61-2	6
O43181	11
O75251	14
O75251-2	15
Q96PU5	51
Q96PU5-2	49
Q96PU5-3	49
Q96PU5-4	43
Q96PU5-5	49
Q96PU5-6	49
Q96PU5-7	51
Q96PU5-9	41
Q8TAT5	39
O14524	22
O14524-2	16
Q9UQ49	23
Q9UQ49-2	22
Q99574	22
Q8NCF5	18
Q8NCF5-2	7
Q8NCF5-3	7
O95644	40
O95644-2	34
O95644-3	31
O95644-4	36
O95644-5	33
O95644-6	37
O95644-8	30
O95644-10	35
O95644-11	32
O95644-17	19
Q16621	12
Q12857	19
Q12857-2	18
Q12857-3	19
Q12857-4	20
P08651	22
P08651-2	22
P08651-3	18
P08651-4	18
P08651-5	19
P08651-6	18
Q8N5V2	43
Q8N5V2-2	10
Q8N5V2-3	36
Q92886	10
P55769	9
Q5JS37	16
Q5JS37-2	14
O14745	27
O14745-2	14
Q14112	58
Q14112-2	57
Q9H2Z4	13
A6NCS4	14
Q86WQ0	8
Q86WQ0-2	8
Q96F24	14
Q96F24-2	12
Q96F24-3	13
Q02297	31
Q02297-2	31
Q02297-3	24
Q02297-4	12
Q02297-6	30
Q02297-7	30
Q02297-8	11
Q02297-9	23
Q02297-10	14
Q02297-11	30
Q02297-12	20
Q8IZ57	11
Q9ULB1	68
Q9ULB1-2	70
Q9ULB1-3	74
Q9ULB1-4	5
P58400	22
P58400-1	20
Q9P2S2	84
Q9P2S2-2	80
P58401	27
Q86Y39	7
Q86Y39-2	12
Q7L592	32
Q7L592-2	25
P28331	41
P28331-2	42
P28331-3	34
P28331-4	39
P28331-5	36
Q7Z3B1	15
Q7Z3B1-2	8
Q96FI4	25
P51956	25
P51956-2	25
Q9H3P2	27
Q9H3P2-7	12
A6NFY4	25
